end_year,YEAR,age_bin,total_hh,total_hh_se,total_persons,total_persons_se,hr,target_hr,target_hh,missing_hh
2015,2013,"[15,20)",6937,1042.679780974566,312551,7322.204427096247,0.02219477781226104,0.03440765266640974,10754.14624853903,3817.1462485390293
2015,2013,"[20,25)",91695,4168.280526165561,351669,8434.726269474793,0.2607423457853834,0.308675803540398,108551.71115524821,16856.71115524821
2015,2013,"[25,30)",160931,5378.406225312898,380320,8692.480549516156,0.42314629785443836,0.459523342187128,174765.9175006085,13834.917500608513
2015,2013,"[30,35)",182506,5595.080149678404,374771,8379.142483374675,0.48698004915001425,0.5195428880104238,194709.60768255455,12203.607682554546
2015,2013,"[35,40)",188999,5706.92399730427,359568,7879.643586791354,0.525627975793174,0.5403383706183326,194288.3872464926,5289.38724649261
2015,2013,"[40,45)",194900,5599.606356726693,354518,7625.336693388469,0.5497605199171833,0.5676904858084848,201256.49564785243,6356.4956478524255
2015,2013,"[45,50)",183419,5216.304684464686,330267,7121.326219027653,0.5553658100869903,0.5742919365315647,189669.6750024703,6250.675002470292
2015,2013,"[50,55)",208022,5400.243527817039,370250,7258.108974543332,0.5618419986495611,0.5842969783682872,216335.95624085833,8313.95624085833
2015,2013,"[55,60)",202620,5329.714420791634,342787,6914.072410763309,0.5910959283753467,0.5971130348199094,204682.5858668123,2062.5858668122964
2015,2013,"[60,65)",181573,4774.696174617198,305269,6229.977729085589,0.5947967202696638,0.6028912310057017,184044.00319787956,2471.0031978795596
2015,2013,"[65,Inf)",401129,6819.366359270523,628534,8693.20046463026,0.6381977745038454,0.6501144584130709,408619.0410042011,7490.041004201106
2015,2014,"[15,20)",5323,914.4544042195016,305843,7122.6020274445555,0.017404354521764434,0.03440765266640974,10523.339714452753,5200.3397144527535
2015,2014,"[20,25)",92847,4282.316211195375,363428,8741.083305041024,0.2554756375403106,0.308675803540398,112181.42992907975,19334.42992907975
2015,2014,"[25,30)",164366,5366.983571155187,390124,9209.795395449595,0.42131732474802885,0.459523342187128,179271.08434741112,14905.084347411117
2015,2014,"[30,35)",192913,5845.232169916843,391544,8383.6547954806,0.4926981386510839,0.5195428880104238,203423.90054315337,10510.900543153373
2015,2014,"[35,40)",194764,5793.981515919098,364552,7892.618139311194,0.5342557440365161,0.5403383706183326,196981.43368565437,2217.433685654367
2015,2014,"[40,45)",192569,5689.618832093651,353591,7841.611056100772,0.544609449901157,0.5676904858084848,200730.24656750794,8161.246567507944
2015,2014,"[45,50)",183480,5354.642725406434,333834,7329.237139222639,0.5496144790524632,0.5742919365315647,191718.17434007837,8238.174340078374
2015,2014,"[50,55)",207186,5341.784829478511,361966,7148.393731923087,0.5723907770343071,0.5842969783682872,211495.64007205545,4309.640072055452
2015,2014,"[55,60)",198800,5154.807960241159,343236,6911.304235570295,0.5791933247095293,0.5971130348199094,204950.68961944644,6150.689619446435
2015,2014,"[60,65)",189536,5005.149425703882,318239,6447.448396168259,0.5955775376368075,0.6028912310057017,191863.5024640235,2327.502464023506
2015,2014,"[65,Inf)",417816,6969.352336830968,665060,8974.550619717997,0.6282380537094397,0.6501144584130709,432365.12171219697,14549.121712196968
2015,2015,"[15,20)",7157,1474.237939923123,317065,7485.058520068104,0.02257265860312554,0.03440765266640974,10909.462392675203,3752.462392675203
2015,2015,"[20,25)",92717,4299.480628676736,360683,8776.205752292291,0.2570595231824067,0.308675803540398,111334.11484836137,18617.114848361365
2015,2015,"[25,30)",170895,5561.366446827508,413390,8868.188238125987,0.4133989694961175,0.459523342187128,189962.35442673683,19067.354426736827
2015,2015,"[30,35)",195382,5705.444665851885,402707,8379.237508375087,0.48517160118895375,0.5195428880104238,209223.55780201373,13841.557802013733
2015,2015,"[35,40)",199913,5886.68508366467,383774,8207.274841501023,0.5209133500445575,0.5403383706183326,207367.81784567997,7454.817845679965
2015,2015,"[40,45)",189591,5531.682515313657,344424,7485.444212519603,0.550458156226047,0.5676904858084848,195526.22788410156,5935.227884101565
2015,2015,"[45,50)",183957,5323.755283500637,338313,7274.700762628136,0.5437479493841502,0.5742919365315647,194290.42792380328,10333.427923803276
2015,2015,"[50,55)",202892,5310.255061949325,360305,7125.642127314056,0.563111808051512,0.5842969783682872,210525.1227909857,7633.122790985712
2015,2015,"[55,60)",204407,5022.607544804194,353375,6732.740593967389,0.578442164839052,0.5971130348199094,211004.8186794855,6597.818679485499
2015,2015,"[60,65)",191116,5034.889940977218,322975,6551.378981652081,0.591736202492453,0.6028912310057017,194718.79533406653,3602.7953340665263
2015,2015,"[65,Inf)",436704,7082.630340808396,692608,9051.964267193076,0.6305211605987803,0.6501144584130709,450274.47481256025,13570.47481256025
2015,2016,"[15,20)",6396,954.6956543682976,322060,7495.322241047569,0.01985965348071788,0.03440765266640974,11081.32861774392,4685.32861774392
2015,2016,"[20,25)",91914,4411.180436554803,371412,8956.654849779006,0.24747181028076637,0.308675803540398,114645.89754454629,22731.897544546286
2015,2016,"[25,30)",168669,5526.271536919437,414590,8823.874428344385,0.40683325695265204,0.459523342187128,190513.7824373614,21844.7824373614
2015,2016,"[30,35)",194905,5570.676845828124,400913,8263.914362322856,0.48615285610593817,0.5195428880104238,208291.49786092303,13386.497860923031
2015,2016,"[35,40)",206481,5822.997967320088,391583,8269.09732679344,0.5272981717796738,0.5403383706183326,211587.32018183853,5106.320181838528
2015,2016,"[40,45)",186008,5464.230368802284,344686,7483.697325116215,0.5396447781459067,0.5676904858084848,195674.96279138338,9666.962791383383
2015,2016,"[45,50)",198254,5592.5512482868,356643,7497.697662545484,0.5558892225558892,0.5742919365315647,204817.19912042684,6563.1991204268415
2015,2016,"[50,55)",201183,5379.886847606753,353437,7220.734180204544,0.5692188423962403,0.5842969783682872,206512.17114355232,5329.1711435523175
2015,2016,"[55,60)",206647,5159.174956733879,364471,6914.342049609702,0.5669778939888221,0.5971130348199094,217630.3849138472,10983.3849138472
2015,2016,"[60,65)",193509,4944.94690010482,325307,6400.481202927678,0.5948504028502307,0.6028912310057017,196124.73768477183,2615.737684771826
2015,2016,"[65,Inf)",455084,7255.291157434331,727828,9305.977350155947,0.6252631116142825,0.6501144584130709,473171.50603786856,18087.50603786856
2015,2017,"[15,20)",6754,1160.046702216689,329119,7374.548096059578,0.020521452726825252,0.03440765266640974,11324.212237916106,4570.2122379161065
2015,2017,"[20,25)",86799,3962.351183596766,352191,8387.624499541256,0.24645433869690025,0.308675803540398,108712.83992469631,21913.83992469631
2015,2017,"[25,30)",169197,5467.691005495789,429649,9204.684411029682,0.39380284837157775,0.459523342187128,197433.74444735734,28236.74444735734
2015,2017,"[30,35)",201036,5842.5105292590215,421863,8664.221833270969,0.47654333278813266,0.5195428880104238,219175.92136474143,18139.92136474143
2015,2017,"[35,40)",204719,5871.515069316079,389891,8179.719319725769,0.5250672623887189,0.5403383706183326,210673.0676587523,5954.06765875229
2015,2017,"[40,45)",192922,5512.322584843679,364929,7847.572622740216,0.5286562591627413,0.5676904858084848,207166.72129560454,14244.72129560454
2015,2017,"[45,50)",197084,5431.609015443527,361833,7385.267919006164,0.544682215276108,0.5742919365315647,207797.77427102567,10713.774271025672
2015,2017,"[50,55)",193556,5191.353215403632,340313,6947.3023916629145,0.5687587603177076,0.5842969783682872,198843.85759944693,5287.857599446928
2015,2017,"[55,60)",207226,5291.632204429712,359666,7106.17625477361,0.5761623283824437,0.5971130348199094,214761.25678153752,7535.256781537522
2015,2017,"[60,65)",195292,4878.684054292764,335758,6699.199992368601,0.5816451134448025,0.6028912310057017,202425.5539400124,7133.553940012411
2015,2017,"[65,Inf)",484582,7612.938734236691,759587,9606.209209543824,0.6379545726822602,0.6501144584130709,493818.4911226093,9236.491122609295
2015,2018,"[15,20)",7302,1134.3853407863699,337763,7998.95990212195,0.021618708976412455,0.03440765266640974,11621.631987564551,4319.631987564551
2015,2018,"[20,25)",84818,4028.1814862537367,353931,8679.005783402208,0.23964558063577365,0.308675803540398,109249.9358228566,24431.935822856598
2015,2018,"[25,30)",180039,5786.888183279679,436297,9183.037469518948,0.412652390458793,0.459523342187128,200488.65562621737,20449.65562621737
2015,2018,"[30,35)",203906,5784.037594886297,432066,8876.872997031807,0.47193252882661446,0.5195428880104238,224476.81745111177,20570.81745111177
2015,2018,"[35,40)",207076,5992.648980104867,401423,8445.224184686427,0.5158548463839889,0.5403383706183326,216904.2497487229,9828.249748722912
2015,2018,"[40,45)",199976,5869.356508489049,368120,8185.917532574998,0.5432359013365207,0.5676904858084848,208978.2216358194,9002.221635819413
2015,2018,"[45,50)",199502,5687.065728640585,368060,7874.308057754284,0.5420366244634027,0.5742919365315647,211373.89015980772,11871.890159807721
2015,2018,"[50,55)",186248,5201.745219398836,334644,7072.317728431336,0.5565556232892268,0.5842969783682872,195531.47802907712,9283.478029077116
2015,2018,"[55,60)",205916,5158.281503975263,352305,7013.412937507623,0.5844821958246406,0.5971130348199094,210365.9077322282,4449.9077322281955
2015,2018,"[60,65)",200337,5186.776877697964,347610,6838.279329059489,0.5763269180978683,0.6028912310057017,209571.02080989198,9234.020809891983
2015,2018,"[65,Inf)",501648,7760.433169761201,794094,9972.759039854827,0.6317237002168509,0.6501144584130709,516251.9907390691,14603.990739069122
2015,2019,"[15,20)",7536,1215.4725249682485,331069,7633.134749596404,0.0227626265219637,0.03440765266640974,11391.307160615605,3855.3071606156045
2015,2019,"[20,25)",92410,4291.293323090743,361332,8587.552645699749,0.2557481761925321,0.308675803540398,111534.44544485908,19124.445444859084
2015,2019,"[25,30)",190648,6111.348153089588,450677,9505.530359823639,0.4230258034024368,0.459523342187128,207096.60128686827,16448.601286868274
2015,2019,"[30,35)",207328,6193.459911719514,434260,9093.393470055718,0.47742826877907246,0.5195428880104238,225616.69454740663,18288.69454740663
2015,2019,"[35,40)",218707,6493.822453417441,429621,9243.592432509708,0.5090696218294729,0.5403383706183326,232140.71112341865,13433.711123418645
2015,2019,"[40,45)",194215,5773.7336773550705,370602,8131.802058767417,0.5240527574055186,0.5676904858084848,210387.22942159607,16172.229421596072
2015,2019,"[45,50)",201942,5873.157547829391,359783,7822.071770828345,0.561288332133536,0.5742919365315647,206620.47580113597,4678.475801135966
2015,2019,"[50,55)",187147,5411.828879219894,333767,7099.764460501995,0.5607115143198699,0.5842969783682872,195019.04957904812,7872.049579048122
2015,2019,"[55,60)",205590,5386.362597780656,356060,7150.723720620492,0.5774026849407403,0.5971130348199094,212608.06717797695,7018.067177976947
2015,2019,"[60,65)",204256,5199.965259400948,348398,6750.217595064407,0.5862720222274526,0.6028912310057017,210046.09909992447,5790.099099924468
2015,2019,"[65,Inf)",525384,8032.387725241757,830423,10123.522179887714,0.6326703378880402,0.6501144584130709,539869.9988987576,14485.998898757622
2015,2020,"[15,20)",3168,727.6388834861864,330277,8223.748623402435,0.00959194857649791,0.03440765266640974,11364.056299703809,8196.056299703809
2015,2020,"[20,25)",83076,4554.902330080573,349519,9191.260736332431,0.23768664936670109,0.308675803540398,107888.05817763635,24812.058177636354
2015,2020,"[25,30)",181154,6556.50480060928,453159,10549.331157165334,0.3997581422855995,0.459523342187128,208237.13822217673,27083.138222176727
2015,2020,"[30,35)",208748,6757.092259016047,455065,10294.429059079812,0.45872128157515957,0.5195428880104238,236425.78433246352,27677.784332463518
2015,2020,"[35,40)",220580,6986.50240567822,438816,9854.077499792873,0.5026708233063516,0.5403383706183326,237109.12244125424,16529.122441254236
2015,2020,"[40,45)",193405,6464.836131810645,384159,9187.425046220109,0.5034503942378026,0.5676904858084848,218083.4093377017,24678.409337701713
2015,2020,"[45,50)",189554,6244.112146809864,351170,8616.353007290252,0.5397784548794031,0.5742919365315647,201674.0993517896,12120.099351789599
2015,2020,"[50,55)",181577,6246.832593834118,333550,8438.16601789768,0.5443771548493479,0.5842969783682872,194892.2571347422,13315.25713474219
2015,2020,"[55,60)",203743,6536.912334908778,347460,8363.145867598656,0.5863782881482761,0.5971130348199094,207472.89507852573,3729.895078525733
2015,2020,"[60,65)",202832,6120.74814754491,356651,8176.289513507918,0.5687128313112819,0.6028912310057017,215021.76042941454,12189.760429414542
2015,2020,"[65,Inf)",537746,9878.45283340033,861936,12364.645257540711,0.6238815874960554,0.6501144584130709,560357.0558267287,22611.055826728698
2015,2021,"[15,20)",7630,1263.9408244719937,341145,7759.379330084241,0.02236585616087001,0.03440765266640974,11737.99866888235,4107.99866888235
2015,2021,"[20,25)",94411,4542.469609050045,356836,8500.028074548763,0.26457812552545146,0.308675803540398,110146.63903214145,15735.639032141451
2015,2021,"[25,30)",196507,6294.969302625907,432231,9214.93316827515,0.4546342117987835,0.459523342187128,198620.2337168845,2113.2337168845115
2015,2021,"[30,35)",224782,6323.052887396781,453461,9114.658450658873,0.49570304833271217,0.5195428880104238,235592.4375400948,10810.437540094805
2015,2021,"[35,40)",228123,6602.727260201953,436294,8984.076322246568,0.5228653155899462,0.5403383706183326,235746.38907055478,7623.389070554782
2015,2021,"[40,45)",218546,6258.8528765879955,399891,8433.049501140838,0.5465139250445746,0.5676904858084848,227014.3160604408,8468.31606044079
2015,2021,"[45,50)",190662,5677.866838391649,354831,7801.092493111698,0.5373318565739746,0.5742919365315647,203776.58213143164,13114.582131431642
2015,2021,"[50,55)",198837,5649.311512205298,346494,7391.139172882819,0.5738540927115621,0.5842969783682872,202455.3972227413,3618.3972227413033
2015,2021,"[55,60)",192619,5257.98584450436,337719,6932.125692873682,0.5703528673246101,0.5971130348199094,201656.41700634497,9037.417006344971
2015,2021,"[60,65)",214996,5435.793309703426,356333,6964.125070806151,0.6033569722703201,0.6028912310057017,214830.04101795473,-165.95898204526748
2015,2021,"[65,Inf)",545899,7976.2319275042855,866010,10159.361580806624,0.6303610812808166,0.6501144584130709,563005.6221303035,17106.622130303527
2015,2022,"[15,20)",8475,1444.082006770606,342821,7980.365237209718,0.02472135604294953,0.03440765266640974,11795.665894751251,3320.6658947512515
2015,2022,"[20,25)",106367,5075.222486971757,370319,9057.661474238177,0.28723073890348594,0.308675803540398,114308.51489127663,7941.514891276631
2015,2022,"[25,30)",199453,6310.017698977716,437614,9092.940011668308,0.4557738097958475,0.459523342187128,201093.84786787783,1640.8478678778338
2015,2022,"[30,35)",240081,6637.772463367659,464163,9019.35116737929,0.517234247451865,0.5195428880104238,241152.58552758236,1071.585527582356
2015,2022,"[35,40)",233843,6432.772472484769,441669,8941.85013183749,0.5294530519461407,0.5403383706183326,238650.70781262833,4807.70781262833
2015,2022,"[40,45)",224167,6251.234951563078,407847,8331.95677806553,0.5496350347066424,0.5676904858084848,231530.8615655331,7363.861565533094
2015,2022,"[45,50)",198459,5917.000928217718,347516,7691.082939072853,0.5710787416982239,0.5742919365315647,199575.63661570326,1116.6366157032608
2015,2022,"[50,55)",200496,5734.886474849822,346299,7394.743680452768,0.5789678861330815,0.5842969783682872,202341.45931195948,1845.4593119594792
2015,2022,"[55,60)",188445,5474.124386068781,319918,6913.450516686209,0.5890415669015185,0.5971130348199094,191027.20787351578,2582.2078735157847
2015,2022,"[60,65)",211845,5563.33713390549,357576,7198.48213948417,0.5924474796966239,0.6028912310057017,215579.4348180948,3734.4348180948
2015,2022,"[65,Inf)",572933,8162.764388090392,895456,10141.714701668314,0.6398226155165636,0.6501144584130709,582148.8924727348,9215.892472734791
2015,2023,"[15,20)",11295,1975.7371821723946,346770,8086.389235153964,0.032572021801193875,0.03440765266640974,11931.541715130905,636.5417151309048
2015,2023,"[20,25)",112078,5300.933277082467,355304,8853.828704523856,0.31544255060455273,0.308675803540398,109673.74770111757,-2404.252298882435
2015,2023,"[25,30)",205544,6885.594242970863,441143,9593.33672008504,0.4659350822749086,0.459523342187128,202715.5057424562,-2828.494257543789
2015,2023,"[30,35)",243879,6856.222396580031,471083,9352.797066728564,0.5176985796558143,0.5195428880104238,244747.82231261447,868.822312614473
2015,2023,"[35,40)",242646,6763.990581909426,445054,8983.449248655812,0.5452057503134451,0.5403383706183326,240479.75319717138,-2166.246802828624
2015,2023,"[40,45)",228001,6655.529478988339,414613,8719.820875450501,0.5499128102592056,0.5676904858084848,235371.8553925133,7370.855392513302
2015,2023,"[45,50)",198930,5927.044994190462,354411,7781.740660663555,0.5612974766584559,0.5742919365315647,203535.3795180884,4605.37951808839
2015,2023,"[50,55)",201059,5644.2474257983995,353941,7443.742449276275,0.5680579531616852,0.5842969783682872,206806.65682064995,5747.6568206499505
2015,2023,"[55,60)",181156,5219.5568719190405,311660,6755.432043909617,0.5812616312648399,0.5971130348199094,186096.24843197296,4940.248431972956
2015,2023,"[60,65)",215485,5416.538029968309,352904,6930.394718175222,0.6106051504091764,0.6028912310057017,212762.72698683618,-2722.2730131638236
2015,2023,"[65,Inf)",588188,8284.429606805697,921576,10256.274446469126,0.6382414472599113,0.6501144584130709,599129.8821264843,10941.882126484299
2015,2000,total,1656640,20265.878856955802,3278357,29438.77351113689,0.5053262960684269,0.4961411794137676,1626527.908519381,-30112.091480619125
2015,2001,total,1759996,78164.52338808458,3350980,109959.17026776585,0.5252182943497126,0.4969348578168046,1665218.7698469558,-94777.23015304422
2015,2002,total,1777348,85164.50364650087,3447388,121123.60837579757,0.5155636673330649,0.49769112891824335,1715734.425539205,-61613.5744607949
2015,2003,total,1800546,81781.1537788619,3489974,116551.4608586668,0.515919602839448,0.4972894186862444,1735527.141690107,-65018.858309893054
2015,2004,total,1837352,82087.47415501825,3516535,115847.72159716864,0.5224893254297199,0.4974100202586928,1749159.7455904023,-88192.25440959781
2015,2005,total,1852775,55059.33122925921,3566017,77736.7681976264,0.5195642645562262,0.4985623942307714,1777881.9733876328,-74893.02661236715
2015,2006,total,1849895,50885.7714933434,3683869,75795.33963997307,0.5021609074589786,0.4999942204852474,1841913.2090247679,-7981.7909752321975
2015,2007,total,1861196,51298.7107111831,3762696,78198.03915380013,0.49464426570735454,0.5021932785222545,1889600.6403225728,28404.640322572777
2015,2008,total,1898642,51643.32391021082,3826658,78658.6797358882,0.4961619251054053,0.5025733718433624,1923176.4139513772,24534.41395137708
2015,2009,total,1910173,51692.087386301915,3879942,78621.65891138362,0.4923199882884847,0.5030947811244846,1951978.5712656952,41805.5712656952
2015,2010,total,1960642,52406.43289511105,3906045,77791.63180115302,0.5019506943724407,0.5048100908718084,1971810.9313993729,11168.931399372868
2015,2011,total,1975400,57831.022979749774,3973981,87162.80076185433,0.49708340326740363,0.5062365564644216,2011774.4568950385,36374.45689503852
2015,2012,total,1996107,55258.18535074528,4038803,84127.40363413838,0.49423232576582715,0.5071243285438949,2048175.2594960681,52068.25949606801
2015,2013,total,2002731,55031.30220312347,4110504,84550.21980769184,0.4872227347303396,0.5078884552340824,2087677.526793517,84946.52679351691
2015,2014,total,2039600,55718.32398216061,4191417,86002.29884143002,0.48661347701743823,0.5094946561019961,2135504.56299506,95904.56299506004
2015,2015,total,2074731,56233.03545229735,4289619,85937.83580563683,0.48366323442711345,0.5094012253163905,2185137.17474047,110406.17474046993
2015,2016,total,2109050,56081.903919959615,4372930,86631.79297884683,0.48229676669875804,0.5099671818058518,2230050.7883342635,121000.78833426328
2015,2017,total,2139167,56222.65429853435,4444799,87402.52654972258,0.48127418135218264,0.5111892440228906,2272133.4406437,132966.44064369984
2015,2018,total,2176768,57589.800593273845,4526313,90140.09496194389,0.4809141568424455,0.5114126662787939,2314813.7997423667,138045.79974236674
2015,2019,total,2235163,59982.83205311325,4605992,91141.30544335558,0.4852728793276237,0.5128820630912098,2362330.6795416074,127167.67954160743
2015,2020,total,2205583,67074.53486717895,4661762,103258.8717858282,0.47312217998259026,0.5145105298451823,2398525.636632137,192942.63663213712
2015,2021,total,2313012,61283.202192643694,4681245,91253.96885743541,0.49410188956143075,0.5136629408624789,2404582.073597775,91570.07359777487
2015,2022,total,2384564,63003.21539126779,4731198,91763.59877776283,0.5040084984817799,0.513443913074798,2429204.814651658,44640.81465165761
2015,2023,total,2428261,64929.82408838543,4768459,92757.20616909153,0.5092339055447472,0.5144746174697183,2453251.119945036,24990.119945035603
